ID;Nummer;Betreiber;Anlagenname;Bundesland;PLZ;Ort Orignal;Ort;VET 2018 [t CO2 Äq];Haupttätigkeit nach TEHG;Bezeichnung Haupttätigkeit nach TEHG;NACE WZ2008;AGS_manual;AGS;Prüfsumme
202902;14633-0029;Hydro Aluminium Rolled Products GmbH;Gießerei;NW;41468;Neuss;Neuss;40.191;13;Verarbeitung von Nichteisenmetallen;NACE 24.42;;05162024;1
1439;14310-0899;Hydro Aluminium Rolled Products GmbH (HARP) - Werk Grevenbroich;HYDRO ALU Heiz- und Wärmezentrale;NW;41515;Grevenbroich;Grevenbroich;17.212;3;Energieumwandlung 20–50 MW FWL;NACE 24.42;;05162008;1
1605;14310-1092;RWE Power AG;Kraftwerk Frimmersdorf;NW;41517;Grevenbroich;Grevenbroich;293;2;Energieumwandlung ? 50 MW FWL;NACE 35.11;;05162008;1
1606;14310-1093;RWE Power AG;Kraftwerk Neurath;NW;41517;Grevenbroich;Grevenbroich;32.156.657;2;Energieumwandlung ? 50 MW FWL;NACE 35.11;;05162008;1
204106;14310-1736;TOKAI ERFTCARBON GmbH;TOKAI ERFTCARBON GmbH;NW;41515;Grevenbroich;Grevenbroich;58.781;1;Verbrennung;NACE 23.99;;05162008;1
204219;14632-0001;Real Alloy Germany GmbH;Werk Grevenbroich;NW;41515;Grevenbroich;Grevenbroich;17.816;13;Verarbeitung von Nichteisenmetallen;NACE 24.42, NACE 24.53;;05162008;1
203768;14633-0013;Hydro Aluminium Rolled Products GmbH (HARP) Standort Grevenbroich;Veredelung;NW;41515;Grevenbroich;Grevenbroich;6.720;13;Verarbeitung von Nichteisenmetallen;NACE 24.42;;05162008;1
203814;14633-0030;Hydro Aluminium Rolled Products GmbH (HARP) - Werk Grevenbroich;Bandlackieranlagen 3 und 4;NW;41515;Grevenbroich;Grevenbroich;20.445;13;Verarbeitung von Nichteisenmetallen;NACE 24.42;;05162008;1
1485;14310-0950;RWE Generation SE;Kraftwerk Dormagen;NW;41538;Dormagen;Dormagen;1.060.583;2;Energieumwandlung ? 50 MW FWL;NACE 35.11;;05162004;1
202468;14310-1507;Currenta GmbH & Co. OHG;TVA-Anlage;NW;41538;Dormagen;Dormagen;23.843;1;Verbrennung;NACE 35.30;;05162004;1
208944;14310-1887;Currenta GmbH & Co. OHG;Dampfbesicherung Dormagen M 75, Anlage Nr. 215;NW;41538;Dormagen;Dormagen;117.815;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;05162004;1
209683;14310-1888;Currenta GmbH & Co. OHG;Anlagen Nr. 515, Dampfbesicherung Dormagen B735;NW;41538;Dormagen;Dormagen;24.091;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;05162004;1
202346;14611-0003;Linde Gas Produktionsgesellschaft mbH & Co. KG;Werk 956, Dormagen, SR 1;NW;41538;Dormagen;Dormagen;35.074;28;Herstellung von Wasserstoff und Synthesegas;NACE 20.11;;05162004;1
204322;14611-0009;Praxair Deutschland GmbH;CO-Anlage;NW;41540;Dormagen;Dormagen;5.418;28;Herstellung von Wasserstoff und Synthesegas;NACE 20.11;;05162004;1
207007;14611-0016;AIR LIQUIDE Deutschland GmbH;SMR DOR III;NW;41538;Dormagen;Dormagen;38.106;28;Herstellung von Wasserstoff und Synthesegas;NACE 20.11;;05162004;1
205321;14616-0041;Covestro Deutschland AG;TAD-Anlage;NW;41538;Dormagen;Dormagen;5.579;27;Herstellung organischer Grundchemikalien;NACE 20.14;;05162004;1
202852;14616-0192;ARLANXEO Deutschland GmbH;Chloropren-Betrieb;NW;41538;Dormagen;Dormagen;0;27;Herstellung organischer Grundchemikalien;NACE 20.14;;05162004;1
147;14240-0029;Rheinkalk GmbH;Werk Flandersbach, Anlage zum Brennen von Kalkstein;NW;42489;Wülfrath;Wülfrath;1.941.442;15;Herstellung von Kalk;NACE 23.52;;05158036;1
202573;14310-1499;Rheinkalk GmbH;Werk Flandersbach, Anlage zum Brechen, Mahlen und Klassieren von Kalkstein;NW;42489;Wülfrath;Wülfrath;20.177;1;Verbrennung;NACE 08.11;;05158036;1
899;14310-0308;Stadtwerke Ratingen GmbH;Gesamtanlage Heizwerk Ratingen-West;NW;40878;Ratingen;Ratingen;25.692;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;05158028;1
203633;14226-0066;GF Casting Solutions Mettmann GmbH;GF Casting Solutions Mettmann GmbH;NW;40822;Mettmann;Mettmann;98.610;11;Verarbeitung von Eisenmetallen;NACE 24.51;5158024;05158024;2
737;14310-0126;innogy SE;FHW 132;NW;40699;Erkrath;Erkrath;14.474;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;05158004;1
898;14310-0307;Stadtwerke Erkrath GmbH;BHKW NW-20_943215;NW;40699;Erkrath;Erkrath;23.380;3;Energieumwandlung 20–50 MW FWL;NACE 25.30;;05158004;1
1507;14310-0976;ADM Spyck GmbH;Kraftwerk;NW;47533;Kleve;Kleve;45.857;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;01061052;4
942;14310-0357;Brauerei Diebels GmbH & Co KG;Diebels Kesselhaus;NW;47661;Issum;Issum;3.690;3;Energieumwandlung 20–50 MW FWL;NACE 11.05;;05154020;1
388;14260-0124;Klinkerwerke H.W. Muhr GmbH & Co. KG;Klinkerwerke H.W. Muhr GmbH & Co. KG;NW;46446;Emmerich;Emmerich;12.854;17;Herstellung von Keramik;NACE 23.32;;05154008;1
1591;14310-1078;KLK EMMERICH GmbH;Kesselhaus;NW;46446;Emmerich am Rhein;Emmerich am Rhein;43.315;3;Energieumwandlung 20–50 MW FWL;NACE 20.14;;05154008;1
1835;14330-0036;Nordrheinische Erdgastransportleitungsgesellschaft mbH & Co. KG;Nordrheinische Erdgastransportleitungsgesellschaft mbH & Co. KG Werk Elten;NW;46446;Emmerich;Emmerich;18.068;6;Antriebsmaschinen (Turbinen);NACE 35.22;;05154008;1
205528;14616-0140;Oleon GmbH, Emmerich am Rhein;Hochdruckfettspaltung;NW;46446;Emmerich am Rhein;Emmerich am Rhein;2.151;27;Herstellung organischer Grundchemikalien;NACE 20.14;;05154008;1
205384;14616-0160;KLK EMMERICH GmbH;Anlage zur Herstellung oleochemischer Produkte;NW;46446;Emmerich am Rhein;Emmerich am Rhein;27.544;27;Herstellung organischer Grundchemikalien;NACE 20.14;;05154008;1
202709;14633-0002;Deutsche Giessdraht Gesellschaft mbH;Gießwalzanlage zur Herstellung von Kupfer-Gießwalzdraht;NW;46446;Emmerich am Rhein;Emmerich am Rhein;16.060;13;Verarbeitung von Nichteisenmetallen;NACE 24.44;;05154008;1
1638;14310-1135;LVR Landschaftsverband Rheinland, LVR-Klinik Bedburg-Hau;Energieversorgung für die LVR-Klinik Bedburg Hau;NW;47551;Bedburg-Hau;Bedburg-Hau;10.100;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;05154004;1
131;14240-0012;Kalkwerke H. Oetelshofen GmbH & Co. KG;Kalkbrennofenanlage;NW;42327;Wuppertal;Wuppertal;243.056;15;Herstellung von Kalk;NACE 23.52;;05124000;1
826;14310-0228;3M Deutschland GmbH;Feuerungsanlage;NW;42289;Wuppertal;Wuppertal;41.596;3;Energieumwandlung 20–50 MW FWL;NACE 20.60;;05124000;1
863;14310-0270;WSW Energie & Wasser AG;Heizwerk Viehhof;NW;42117;Wuppertal;Wuppertal;67;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;05124000;1
868;14310-0275;WSW Energie & Wasser AG;Heizwerk Unterbarmen;NW;42285;Wuppertal;Wuppertal;0;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;05124000;1
882;14310-0291;WSW Energie & Wasser AG;Heizkraftwerk Barmen;NW;42275;Wuppertal;Wuppertal;28.343;2;Energieumwandlung ? 50 MW FWL;NACE 35.11;;05124000;1
883;14310-0292;WSW Energie & Wasser AG;Heizkraftwerk Elberfeld;NW;42117;Wuppertal;Wuppertal;182.301;2;Energieumwandlung ? 50 MW FWL;NACE 35.11;;05124000;1
985;14310-0409;Bayer AG;Heizhaus, Fernheizung Pharmaforschungszentrum;NW;42117;Wuppertal;Wuppertal;14.294;3;Energieumwandlung 20–50 MW FWL;NACE 21.20;;05124000;1
201734;14226-0032;Salzgitter Mannesmann Grobblech GmbH;Grobblechwalzwerk;NW;45473;Mülheim an der Ruhr;Mülheim an der Ruhr;59.001;11;Verarbeitung von Eisenmetallen;NACE 24.10;;05117000;1
1126;14310-0563;medl GmbH;Heizwerk_Sandstrasse;NW;45473;Mülheim an der Ruhr;Mülheim an der Ruhr;4.447;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;05117000;1
1542;14310-1019;medl GmbH;Heizwerk_Broich;NW;45479;Mülheim an der Ruhr;Mülheim an der Ruhr;4.806;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;05117000;1
4108;14220-0047;Deutsche Edelstahlwerke Specialty Steel GmbH & Co. KG;Umschmelzstahlwerk Krefeld;NW;47807;Krefeld;Krefeld;507;10;Herstellung von Roheisen und Stahl;NACE 24.10;;05114000;1
202335;14226-0030;Deutsche Edelstahlwerke Specialty Steel GmbH & Co. KG;Schmiede Krefeld;NW;47807;Krefeld;Krefeld;25.758;11;Verarbeitung von Eisenmetallen;NACE 24.10;;05114000;1
205538;14226-0043;Outokumpu Nirosta GmbH;Kaltwalzwerk Krefeld;NW;47807;Krefeld;Krefeld;44.261;11;Verarbeitung von Eisenmetallen;NACE 24.10;;05114000;1
649;14310-0032;Evonik Degussa GmbH;Heizkraftwerk HKW;NW;47805;Krefeld;Krefeld;66.582;2;Energieumwandlung ? 50 MW FWL;NACE 20.16;;05114000;1
809;14310-0209;Currenta GmbH & Co. OHG;Kraftwerk L 57 NW_23_9021016_83;NW;47829;Krefeld;Krefeld;220.732;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;05114000;1
833;14310-0236;Currenta GmbH & Co. OHG;Kraftwerk N 230 NW_23_9021016_84;NW;47829;Krefeld;Krefeld;722.616;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;05114000;1
878;14310-0286;SWK ENERGIE GmbH;Heizwerk Bleichpfad;NW;47799;Krefeld;Krefeld;39;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;05114000;1
880;14310-0288;SWK ENERGIE GmbH;Heizkraftwerk Weeserweg;NW;47804;Krefeld;Krefeld;5.462;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;05114000;1
881;14310-0289;SWK ENERGIE GmbH;Heizwerk Schwertstraße;NW;47799;Krefeld;Krefeld;17.453;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;05114000;1
1492;14310-0958;Outokumpu Nirosta GmbH;Kesselhaus 1 Krefeld;NW;47807;Krefeld;Krefeld;16.039;1;Verbrennung;NACE 35.30;;05114000;1
1677;14310-1204;Cargill Deutschland GmbH;Dampfkesselanlage (Neu);NW;47809;Krefeld;Krefeld;133.752;2;Energieumwandlung ? 50 MW FWL;NACE 10.89;;05114000;1
1678;14310-1206;Cargill Deutschland GmbH;Verbrennungsmotoranlage (BHKW);NW;47809;Krefeld;Krefeld;47.684;3;Energieumwandlung 20–50 MW FWL;NACE 10.89;;05114000;1
204312;14310-1475;Cargill Deutschland GmbH;Anlage zur Herstellung von Stärkemehlen;NW;47809;Krefeld;Krefeld;22.156;1;Verbrennung;NACE 10.62;;05114000;1
203612;14310-1786;Venator Uerdingen GmbH;Titandioxidbetrieb;NW;47829;Krefeld;Krefeld;46.318;1;Verbrennung;NACE 20.12;;05114000;1
203613;14310-1787;Venator Uerdingen GmbH;"Schwefelsäurebetrieb ""Spaltanlage""";NW;47829;Krefeld;Krefeld;40.491;1;Verbrennung;NACE 20.13;;05114000;1
202855;14310-1833;LANXESS Deutschland GmbH;Eisenoxid-Betrieb;NW;47829;Krefeld;Krefeld;57.964;1;Verbrennung;NACE 20.12;;05114000;1
205912;14613-0004;COMPO EXPERT GmbH;Salpetersäure-Anlage;NW;47809;Krefeld;Krefeld;27.176;23;Herstellung von Salpetersäure;NACE 20.15;;05114000;1
202856;14614-0001;LANXESS Deutschland GmbH;Adipinsäure-Betrieb;NW;47829;Krefeld;Krefeld;25.664;24;Herstellung von Adipinsäure;NACE 20.14;;05114000;1
202769;14616-0009;LANXESS Deutschland GmbH;Hexanoxidation;NW;47829;Krefeld;Krefeld;1;27;Herstellung organischer Grundchemikalien;NACE 20.14;;05114000;1
202858;14616-0039;LANXESS Deutschland GmbH;Phthalsäureanhydrid-Betrieb (PSA);NW;47829;Krefeld;Krefeld;74.203;27;Herstellung organischer Grundchemikalien;NACE 20.14;;05114000;1
205241;14616-0040;Covestro Deutschland AG;Formalin-Betrieb;NW;47829;Krefeld;Krefeld;8.649;27;Herstellung organischer Grundchemikalien;NACE 20.14;;05114000;1
210025;14616-0042;Covestro Deutschland AG;Makrolon-Betrieb;NW;47829;Krefeld;Krefeld;3.223;27;Herstellung organischer Grundchemikalien;NACE 20.16;;05114000;1
205322;14616-0048;Covestro Deutschland AG;Bisphenol-A-Betrieb;NW;47829;Krefeld;Krefeld;278;27;Herstellung organischer Grundchemikalien;NACE 20.14;;05114000;1
202864;14616-0167;LANXESS Deutschland GmbH;Hydrierbetrieb;NW;47829;Krefeld;Krefeld;12.724;27;Herstellung organischer Grundchemikalien;NACE 20.14;;05114000;1
202865;14616-0191;LANXESS Deutschland GmbH;TMP-Betrieb;NW;47829;Krefeld;Krefeld;10.319;27;Herstellung organischer Grundchemikalien;NACE 20.14;;05114000;1
44;14220-0007;ArcelorMittal Hochfeld GmbH;Werk Ruhrort;NW;47137;Duisburg;Duisburg;230.041;10;Herstellung von Roheisen und Stahl;NACE 24.10;;05112000;1
53;14220-0016;HKM Hüttenwerke Krupp Mannesmann GmbH;Glocke;NW;47259;Duisburg;Duisburg;4.899.207;10;Herstellung von Roheisen und Stahl;NACE 24.10;;05112000;1
65;14220-0030;Pruna Betreiber GmbH;Kokerei Duisburg-Schwelgern;NW;47166;Duisburg;Duisburg;2.113.413;8;Kokereien;NACE 19.10;;05112000;1
66;14220-0032;DK Recycling und Roheisen GmbH;Sinteranlage;NW;47053;Duisburg;Duisburg;80.645;9;Verarbeitung von Metallerzen;NACE 24.10;;05112000;1
69;14220-0035;thyssenkrupp Steel Europe AG;Integriertes Hüttenwerk der thyssenkrupp Steel Europe AG in Duisburg;NW;47166;Duisburg;Duisburg;8.336.515;10;Herstellung von Roheisen und Stahl;NACE 24.10;;05112000;1
206009;14220-0045;DK Recycling und Roheisen GmbH;Hochofen;NW;47053;Duisburg;Duisburg;200.440;10;Herstellung von Roheisen und Stahl;NACE 24.10;;05112000;1
202924;14225-0017;VDM Metals GmbH;Brammenstraße 2;NW;47166;Duisburg;Duisburg;71.299;11;Verarbeitung von Eisenmetallen;NACE 24.10;;05112000;1
202863;14226-0023;ArcelorMittal Hochfeld GmbH;Walzwerk Ruhrort;NW;47137;Duisburg;Duisburg;46.175;11;Verarbeitung von Eisenmetallen;NACE 24.10;;05112000;1
202983;14226-0090;ThyssenKrupp Steel Europe AG;Grobblechwalzwerk Duisburg Hüttenheim;NW;47259;Duisburg;Duisburg;74.510;11;Verarbeitung von Eisenmetallen;NACE 24.10;;05112000;1
206226;14226-0094;ArcelorMittal Hochfeld GmbH;Drahtwalzwerk Hochfeld Standort Ruhrort;NW;47053;Duisburg;Duisburg;31.951;11;Verarbeitung von Eisenmetallen;NACE 24.10;;05112000;1
657;14310-0041;Energieversorgung Oberhausen AG;Heizwerk Meiderich;NW;47138;Duisburg;Duisburg;21.339;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;05112000;1
950;14310-0368;Venator Germany GmbH;Heizkraftwerk;NW;47198;Duisburg;Duisburg;222.347;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;05112000;1
1160;14310-0602;Stadtwerke Duisburg AG;Heizwerk Süd;NW;47259;Duisburg;Duisburg;19;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;05112000;1
1174;14310-0617;Stadtwerke Duisburg AG;HKW III;NW;47249;Duisburg;Duisburg;422.652;2;Energieumwandlung ? 50 MW FWL;NACE 35.11;;05112000;1
1317;14310-0769;STEAG GmbH;Heizkraftwerk Walsum;NW;47179;Duisburg;Duisburg;3.321.056;2;Energieumwandlung ? 50 MW FWL;NACE 35.11;;05112000;1
1320;14310-0772;DK Recycling und Roheisen GmbH;Kraftwerk zur Stromerzeugung;NW;47053;Duisburg;Duisburg;390.643;2;Energieumwandlung ? 50 MW FWL;NACE 24.10;;05112000;1
1411;14310-0868;thyssenkrupp Steel Europe AG;Heizkraftwerk Duisburg Hamborn;NW;47166;Duisburg;Duisburg;1.948.081;2;Energieumwandlung ? 50 MW FWL;NACE 24.10;;05112000;1
1415;14310-0872;thyssenkrupp Steel Europe AG;Heizkraftwerk Duisburg-Ruhrort;NW;47166;Duisburg;Duisburg;3.556.180;2;Energieumwandlung ? 50 MW FWL;NACE 24.10;;05112000;1
1850;14310-0931;thyssenkrupp Steel Europe AG;Kraftwerk Hamborn Block 5;NW;47166;Duisburg;Duisburg;2.587.692;2;Energieumwandlung ? 50 MW FWL;NACE 35.11;;05112000;1
1486;14310-0952;Hüttenwerke Krupp Mannesmann GmbH (HKM);Kraftwerk Huckingen;NW;47259;Duisburg;Duisburg;2.765.043;2;Energieumwandlung ? 50 MW FWL;NACE 35.11;;05112000;1
1664;14310-1179;Stadtwerke Duisburg AG;Heizwerk Ost;NW;47058;Duisburg;Duisburg;91;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;05112000;1
1666;14310-1182;Stadtwerke Duisburg AG;HKW I+II;NW;47053;Duisburg;Duisburg;148.442;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;05112000;1
1671;14310-1189;Stadtwerke Duisburg AG;Heizwerk Nord;NW;47169;Duisburg;Duisburg;474;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;05112000;1
203771;14310-1477;HKM Hüttenwerke Krupp Mannesmann GmbH;Kohlenmahl- und Trocknungsanlage (KMT-Anlage);NW;47259;Duisburg;Duisburg;75.830;1;Verbrennung;NACE 24.10;;05112000;1
203863;14310-1487;Emscher Aufbereitung GmbH;6 Mahltrocknungsanlage mit 6 Prozessgaserzeugern;NW;47166;Duisburg;Duisburg;28.866;3;Energieumwandlung 20–50 MW FWL;NACE 05.10;;05112000;1
202819;14310-1514;Venator Germany GmbH;Titandioxidfabrik;NW;47198;Duisburg;Duisburg;33.741;1;Verbrennung;NACE 20.12;;05112000;1
202823;14310-1649;Venator Germany GmbH;Schwefelsäurefabrik;NW;47198;Duisburg;Duisburg;58.719;1;Verbrennung;NACE 20.13;;05112000;1
202821;14310-1826;Venator Germany GmbH;Zink-Barium-Anlage;NW;47198;Duisburg;Duisburg;51.127;1;Verbrennung;NACE 20.12;;05112000;1
203224;14616-0067;Hexion GmbH;Formalinanlage;NW;47138;Duisburg;Duisburg;9.320;27;Herstellung organischer Grundchemikalien;NACE 20.14;;05112000;1
202866;14633-0010;Befesa Zinc Duisburg GmbH;Wälzanlage;NW;47249;Duisburg;Duisburg;44.513;13;Verarbeitung von Nichteisenmetallen;NACE 24.43;;05112000;1
205269;14226-0018;Vallourec Deutschland GmbH;Pilgerstraße 14;NW;40472;Düsseldorf;Düsseldorf;18.134;11;Verarbeitung von Eisenmetallen;NACE 24.20;;05111000;1
205356;14226-0019;Vallourec Deutschland GmbH;Press- und Ziehwerk;NW;40599;Düsseldorf;Düsseldorf;15.014;11;Verarbeitung von Eisenmetallen;NACE 24.20;;05111000;1
205361;14226-0020;Vallourec Deutschland GmbH;Vergüterei 26'';NW;40472;Düsseldorf;Düsseldorf;12.760;11;Verarbeitung von Eisenmetallen;NACE 24.20;;05111000;1
205355;14226-0021;Vallourec Deutschland GmbH;Stopfenstraße 12;NW;40472;Düsseldorf;Düsseldorf;49.796;11;Verarbeitung von Eisenmetallen;NACE 24.20;;05111000;1
221;14250-0036;BASF Personal Care and Nutrition GmbH;Anlage 40, Wasserglasfabrik;NW;40589;Düsseldorf;Düsseldorf;97.050;16;Herstellung von Glas;NACE 23.19;;05111000;1
588;14280-0102;Hakle GmbH;Anlage zur Herstellung von Papier;NW;40589;Düsseldorf;Düsseldorf;6.320;21;Herstellung von Papier;NACE 17.22;;05111000;1
776;14310-0171;Stadtwerke Düsseldorf AG;Heizkraftwerk Flingern - ohne Dampfbereich;NW;40233;Düsseldorf;Düsseldorf;1.154;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;05111000;1
1095;14310-0531;Stadtwerke Düsseldorf AG;Heizkraftwerk Lausward;NW;40221;Düsseldorf;Düsseldorf;1.107.614;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;05111000;1
1197;14310-0641;Henkel AG & Co. KGaA;0080 Kraftwerk Holthausen;NW;40191;Düsseldorf;Düsseldorf;364.000;2;Energieumwandlung ? 50 MW FWL;NACE 20.59;;05111000;1
1245;14310-0689;Daimler AG Mercedes-Benz Werk Düsseldorf;Heizkraftwerk, Werk Düsseldorf;NW;40467;Düsseldorf;Düsseldorf;63.818;2;Energieumwandlung ? 50 MW FWL;NACE 29.20;;05111000;1
1319;14310-0771;Stadtwerke Düsseldorf AG;Heizwerk Düsseldorf-Garath;NW;40595;Düsseldorf;Düsseldorf;15.080;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;05111000;1
1327;14310-0780;Julius Schulte Söhne GmbH & Co. KG;Papierfabrik Schulte Söhne;NW;40223;Düsseldorf;Düsseldorf;34.015;21;Herstellung von Papier;NACE 17.12;;05111000;1
1432;14310-0891;Messe Düsseldorf GmbH;Energiezentrale der Messe Düsseldorf;NW;40474;Düsseldorf;Düsseldorf;2.940;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;05111000;1
1441;14310-0901;Stadtwerke Düsseldorf AG;Heizwerk 3 am Flughafen Düsseldorf;NW;40474;Düsseldorf;Düsseldorf;19.644;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;05111000;1
202116;14616-0148;KLK Emmerich GmbH;Anlage 10 - Ölfabrik Fettsäure- und Glycerin-Herstellung;NW;40589;Düsseldorf;Düsseldorf;0;27;Herstellung organischer Grundchemikalien;NACE 20.14;;05111000;1
202010;14616-0165;BASF Personal Care and Nutrition GmbH;Anlage 20 - Fettalkoholherstellung;NW;40589;Düsseldorf;Düsseldorf;730;27;Herstellung organischer Grundchemikalien;NACE 20.14;;05111000;1
;14616-0225;Henkel AG & CO KGaA;Anlage 73 - Herstellung von Industrieklebstoffen;NW;40589;Düsseldorf;Düsseldorf;1.043;27;Herstellung organischer Grundchemikalien;NACE 20.16;;05111000;1
203643;14260-0261;Nord Ceram GmbH;Nordceram GmbH;HB;28759;Bremerhaven;Bremerhaven;29.455;17;Herstellung von Keramik;NACE 23.31;;04012000;1
981;14310-0405;Bremerhavener Entsorgungsgesellschaft mbH;Hilfskesselanlage BEG;HB;27570;Bremerhaven;Bremerhaven;3.096;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;04012000;1
1589;14310-1076;swb Services AG & Co. KG;DK_Schifferstraße;HB;27568;Bremerhaven;Bremerhaven;52;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;04012000;1
1641;14310-1140;swb Services AG & Co. KG;BHKW Lipperkamp;HB;27568;Bremerhaven;Bremerhaven;1.426;3;Energieumwandlung 20–50 MW FWL;NACE 35.11;;04012000;1
60;14220-0024;ArcelorMittal Bremen GmbH;Einheitliche Anlage;HB;28237;Bremen;Bremen;2.621.007;10;Herstellung von Roheisen und Stahl;NACE 24.10;4011000;04011000;2
4151;14225-0015;BRE.M.A Warmwalz GmbH & Co. KG;BRE.M.A;HB;28237;Bremen;Bremen;573.530;11;Verarbeitung von Eisenmetallen;NACE 24.10;4011000;04011000;2
204194;14226-0038;ArcelorMittal Bremen GmbH;Kaltwalzwerk;HB;28237;Bremen;Bremen;22.843;11;Verarbeitung von Eisenmetallen;NACE 24.10;4011000;04011000;2
204192;14226-0074;ArcelorMittal Bremen GmbH;Bregal 1;HB;28237;Bremen;Bremen;25.557;11;Verarbeitung von Eisenmetallen;NACE 24.10;4011000;04011000;2
830;14310-0233;Brauerei Beck GmbH & Co. KG;Beck's Kesselhaus-0001;HB;28199;Bremen;Bremen;22.479;2;Energieumwandlung ? 50 MW FWL;NACE 11.05;;04011000;2
999;14310-0424;ENGIE Deutschland AG;Kraftwerk Farge;HB;28777;Bremen;Bremen;1.176.866;2;Energieumwandlung ? 50 MW FWL;NACE 35.11;;04011000;2
1031;14310-0459;swb Entsorgung GmbH & Co. KG;MHKW - Sicherungskesselanlagen;HB;28237;Bremen;Bremen;158;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;04011000;2
1228;14310-0672;ArcelorMittal Bremen GmbH;Block 4;HB;28237;Bremen;Bremen;2.481.393;2;Energieumwandlung ? 50 MW FWL;NACE 24.10;;04011000;2
1238;14310-0682;swb Erzeugung AG & Co. KG;Kraftwerk Hafen Block 6;HB;28237;Bremen;Bremen;1.192.614;2;Energieumwandlung ? 50 MW FWL;NACE 35.11;;04011000;2
1247;14310-0691;swb Erzeugung AG & Co. KG;Kraftwerk Hafen Heizkessel 60 MW;HB;28237;Bremen;Bremen;995;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;04011000;2
1253;14310-0697;swb Erzeugung AG & Co. KG;Kraftwerk Hastedt Block 15;HB;28207;Bremen;Bremen;702.955;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;04011000;2
1254;14310-0698;swb Erzeugung AG & Co. KG;Heizwerk Vahr;HB;28205;Bremen;Bremen;6.154;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;04011000;2
1257;14310-0701;swb Erzeugung AG & Co. KG;Kraftwerk Hastedt Spitzenkessel 1+2;HB;28207;Bremen;Bremen;7.382;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;04011000;2
1261;14310-0705;swb Services GmbH & Co. KG;Heizanlage Sodenmatt (BHKW + Heizwerk Sodenmatt als Anlagenverbund);HB;28259;Bremen;Bremen;15.827;3;Energieumwandlung 20–50 MW FWL;NACE 35.11;;04011000;2
1268;14310-0713;CR3 Kaffeeveredelung M. Hermsen GmbH;KWK-Anlage;HB;28237;Bremen;Bremen;64.694;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;04011000;2
1364;14310-0819;ArcelorMittal Bremen GmbH;Dampfkesselanlage;HB;28237;Bremen;Bremen;83.844;2;Energieumwandlung ? 50 MW FWL;NACE 24.10;;04011000;2
1518;14310-0992;Jacobs Douwe Egberts DE GmbH;Werk Hemelingen Kesselhaus 2 (CP2);HB;28309;Bremen;Bremen;29.858;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;04011000;2
1521;14310-0996;Jacobs Douwe Egberts DE GmbH;Werk Hemelingen Kesselhaus 1 (CP1);HB;28309;Bremen;Bremen;11.607;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;04011000;2
1619;14310-1111;Airbus Operations GmbH;Feuerungsanlage;HB;28199;Bremen;Bremen;10.153;3;Energieumwandlung 20–50 MW FWL;NACE 30.30;;04011000;2
1646;14310-1147;Coffein Compagnie Dr. Erich Scheele GmbH & Co. KG;Energiezentrale;HB;28309;Bremen;Bremen;39.191;3;Energieumwandlung 20–50 MW FWL;NACE 21.10;;04011000;2
206850;14310-1891;Gemeinschaftskraftwerk Bremen GmbH & Co. KG;GuD;HB;28237;Bremen;Bremen;430.129;2;Energieumwandlung ? 50 MW FWL;NACE 35.11;;04011000;2
1832;14330-0033;swb Erzeugung AG & Co. KG;Gasturbine 3;HB;28237;Bremen;Bremen;489;2;Energieumwandlung ? 50 MW FWL;NACE 35.11;;04011000;2
