ID;Nummer;Betreiber;Anlagenname;Bundesland;PLZ;Ort Orignal;Ort;VET 2018 [t CO2 Äq];Haupttätigkeit nach TEHG;Bezeichnung Haupttätigkeit nach TEHG;NACE WZ2008;AGS_manual;AGS;Prüfsumme
440;14260-0181;Klinkerwerk Neuschoo Olga Müller GmbH & Co. KG;Anlage zum Brennen keramischer Erzeugnisse;NI;26487;Neuschoo;Neuschoo;2.947;17;Herstellung von Keramik;NACE 23.32;;03462011;1
1522;14310-0997;KRONOS TITAN GmbH;KRONOS TITAN GmbH, Werk Nordenham, Titandioxidherstellung.;NI;26954;Nordenham;Nordenham;134.886;1;Verbrennung;NACE 20.12;;03461007;1
205616;14633-0003;Weser-Metall GmbH;Weser-Metall GmbH;NI;26954;Nordenham;Nordenham;54.756;13;Verarbeitung von Nichteisenmetallen;NACE 24.43;;03461007;1
203844;14633-0021;Nordenhamer Zinkhütte GmbH;Nordenhamer Zinkhütte GmbH;NI;26954;Nordenham;Nordenham;8.297;13;Verarbeitung von Nichteisenmetallen;NACE 24.43;;03461007;1
210124;14280-0176;Omni Pac GmbH;Omni Pac GmbH;NI;26931;Elsfleth;Elsfleth;17.608;21;Herstellung von Papier;NACE 17.12;;03461004;1
995;14310-0420;Uniper Kraftwerke GmbH;Kraftwerk Huntorf;NI;26931;Elsfleth;Elsfleth;9.811;2;Energieumwandlung ? 50 MW FWL;NACE 35.11;;03461004;1
427;14260-0167;Olfry Ziegelwerke GmbH & Co. KG;Ziegelwerk für Verblendziegel;NI;49377;Vechta;Vechta;13.363;17;Herstellung von Keramik;NACE 23.32;3460009;03460009;2
679;14310-0064;Delkeskamp Verpackungswerke GmbH;Papierfabrik mit Heizkraftwerk;NI;49638;Nortrup;Nortrup;75.693;21;Herstellung von Papier;NACE 17.12;;03459028;1
54;14220-0017;Georgsmarienhütte GmbH;Stahlwerk;NI;49124;Georgsmarienhütte;Georgsmarienhütte;108.683;10;Herstellung von Roheisen und Stahl;NACE 24.10;;03459019;1
202663;14226-0049;Georgsmarienhütte GmbH;Walzwerk;NI;49124;Georgsmarienhütte;Georgsmarienhütte;68.594;11;Verarbeitung von Eisenmetallen;NACE 24.10;;03459019;1
1221;14310-0665;Georgsmarienhütte GmbH;Kraftwerk;NI;49124;Georgsmarienhütte;Georgsmarienhütte;2.396;3;Energieumwandlung 20–50 MW FWL;NACE 24.10;;03459019;1
421;14260-0161;Wienerberger GmbH;Ziegelwerk Pente;NI;49565;Bramsche;Bramsche;17.715;17;Herstellung von Keramik;NACE 23.32;;03459014;1
428;14260-0169;Klinkerwerk B. Feldhaus GmbH & Co. KG;Klinkerwerk B. Feldhaus;NI;49196;Bad Laer;Bad Laer;11.958;17;Herstellung von Keramik;NACE 23.32;;03459005;1
341;14260-0074;Argelith Bodenkeramik H.Bitter GmbH;Argelith Bodenkeramik H.Bitter GmbH;NI;49152;Bad Essen;Bad Essen;16.851;17;Herstellung von Keramik;NACE 23.31;;03459003;1
504;14280-0012;Kämmerer Paper GmbH;Anlage zur Herstellung von Papier (Papiermaschine 6, AN 0179-003);NI;49090;Osnabrück;Osnabrück;2.672;21;Herstellung von Papier;NACE 17.12;3404000;03404000;2
525;14280-0033;Schoeller Technocell GmbH & Co KG;TCO - Papiermaschine 15;NI;49086;Osnabrück;Osnabrück;111;21;Herstellung von Papier;NACE 17.12;3404000;03404000;2
4131;14280-0150;Schoeller Technocell GmbH & Co KG;FSJ - Papiermaschine 1;NI;49086;Osnabrück;Osnabrück;27;21;Herstellung von Papier;NACE 17.12;3404000;03404000;2
206822;14280-0174;Kämmerer Spezialpapiere GmbH;Anlage zur Herstellung von Papier (Papiermaschine 3, AN 0179-001 und Papiermaschine 4, AN 0179-002);NI;49090;Osnabrück;Osnabrück;2.160;21;Herstellung von Papier;NACE 17.12;3404000;03404000;2
929;14310-0342;Schoeller Technocell GmbH & Co KG;FSJ - Kraftwerk;NI;49086;Osnabrück;Osnabrück;120.527;2;Energieumwandlung ? 50 MW FWL;NACE 17.12;;03404000;2
1393;14310-0850;Volkswagen Osnabrück GmbH;Neues Kesselhaus;NI;49084;Osnabrück;Osnabrück;9.315;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;03404000;2
206823;14310-1884;Kämmerer Energie GmbH;Anlage zur Erzeugung von Strom und Dampf (Heizkraftwerk, AN 0179-005);NI;49090;Osnabrück;Osnabrück;122.863;2;Energieumwandlung ? 50 MW FWL;NACE 17.12;;03404000;2
205483;14633-0011;KME Germany GmbH & Co.KG;Kupfer-Schmelzanlage mit Raffinerie und Gießerei;NI;49074;Osnabrück;Osnabrück;18.092;13;Verarbeitung von Nichteisenmetallen;NACE 24.44;3404000;03404000;2
1687;14310-1219;Agrarfrost GmbH & Co. KG;Kartoffelverarbeitungswerk Aldrup;NI;27793;Wildeshausen;Wildeshausen;49.600;3;Energieumwandlung 20–50 MW FWL;NACE 10.31;;03458014;1
1849;14330-0051;Gasunie Deutschland Transport Services GmbH;Verdichterstation Wardenburg - Gasturbinenanlage;NI;26203;Wardenburg;Wardenburg;1.177;6;Antriebsmaschinen (Turbinen);NACE 35.22;;03458013;1
345;14260-0078;Wienerberger GmbH;Vormauerziegelwerk Kirchkimmen 1;NI;27798;Hude;Hude (Oldb);10.637;17;Herstellung von Keramik;NACE 23.32;;#NV;0
346;14260-0080;Wienerberger GmbH;Vormauerziegelwerk Kirchkimmen 3;NI;27798;Hude;Hude (Oldb);2.167;17;Herstellung von Keramik;NACE 23.32;;#NV;0
924;14310-0336;ExxonMobil Production Deutschland GmbH;Erdgasaufbereitungsanlage Grossenkneten;NI;26197;Großenkneten;Großenkneten;261.189;2;Energieumwandlung ? 50 MW FWL;NACE 20.13;;03458007;1
584;14280-0098;Klingele Papierwerke GmbH & Co.KG Papierfabrik Weener;Klingele Papierwerke GmbH & Co. KG Papierfabrik Weener;NI;26826;Weener;Weener;4.511;21;Herstellung von Papier;NACE 17.21;;03457021;1
1804;14330-0005;Gasunie Deutschland Transport Services GmbH;Verdichterstation Folmhusen - Gasturbinenanlage;NI;26817;Rhauderfehn;Rhauderfehn;2.510;6;Antriebsmaschinen (Turbinen);NACE 35.22;;03457018;1
429;14260-0170;A. Berentelg & Co. Klinker- und Keramik-Werk;Keramikwerk Schüttorf;NI;48465;Schüttorf;Schüttorf;8.043;17;Herstellung von Keramik;NACE 23.32;;03456027;2
423;14260-0163;Deppe Backstein-Keramik GmbH;Ziegelei;NI;49843;Uelsen;Uelsen;7.841;17;Herstellung von Keramik;NACE 23.32;;03456023;1
927;14310-0340;ExxonMobil Production Deutschland GmbH;Thermalanlage SD 2 Osterwald;NI;49828;Osterwald;Osterwald;7.680;3;Energieumwandlung 20–50 MW FWL;NACE 06.10;;03456017;1
1103;14310-0540;Wintershall Holding GmbH;Dampfflutanlage Emlichheim;NI;49824;Emlichheim;Emlichheim;90.677;2;Energieumwandlung ? 50 MW FWL;NACE 06.10;;03456002;1
1741;14310-1285;Emsland-Stärke GmbH;Emsland Stärke Emlichheim Heizkraftwerk;NI;49824;Emlichheim;Emlichheim;6.708;2;Energieumwandlung ? 50 MW FWL;NACE 10.62;;03456002;1
203130;14260-0278;Röben Tonbaustoffe GmbH;Röben Tonbaustoffe GmbH Werk Schweinebrück;NI;26340;Zetel;Zetel;6.868;17;Herstellung von Keramik;NACE 23.31;;03455027;1
516;14280-0024;Papier- u. Kartonfabrik Varel GmbH & Co. KG;PKVarel_Papierfabrik;NI;26316;Varel;Varel;277.893;21;Herstellung von Papier;NACE 17.12;;03455026;1
13;14210-0013;H&R Chemisch-Pharmazeutische Spezialitäten GmbH;Raffinerie;NI;48499;Salzbergen;Salzbergen;41.589;7;Raffinerien;NACE 19.20;;03454045;1
653;14310-0037;SRS EcoTherm GmbH;IKW;NI;48499;Salzbergen;Salzbergen;39.702;2;Energieumwandlung ? 50 MW FWL;NACE 38.21;;03454045;1
949;14310-0367;ExxonMobil Production Deutschland GmbH;Thermalanlagen SD 2 / SD 3 Ruehlermoor;NI;49716;Meppen;Meppen;54.394;3;Energieumwandlung 20–50 MW FWL;NACE 06.10;;03454035;1
1144;14310-0584;Sonae Arauco Deutschland GmbH;MDF - Produktion;NI;49716;Meppen;Meppen;20.488;2;Energieumwandlung ? 50 MW FWL;NACE 16.21;;03454035;1
1700;14310-1232;Röchling Engineering Plastics SE & Co. KG;GFK und Kunstharz-Pressholzproduktion;NI;49733;Haren;Haren;15.373;3;Energieumwandlung 20–50 MW FWL;NACE 22.29;;03454018;1
1827;14330-0028;Open Grid Europe GmbH;Open Grid Europe GmbH Werk Emsbüren;NI;48488;Emsbüren;Emsbüren;383;6;Antriebsmaschinen (Turbinen);NACE 35.22;;03454010;1
522;14280-0030;Nordland Papier GmbH;Papierproduktion Nordland;NI;26892;Dörpen;Dörpen;247.307;21;Herstellung von Papier;NACE 17.12;;03454008;1
1690;14310-1222;Schne-frost Produktion GmbH & Co. KG;Dampfkesselanlage zur Energieerzeugung für den Betrieb;NI;49624;Löningen;Löningen;17.637;3;Energieumwandlung 20–50 MW FWL;NACE 10.31;;03453011;1
1647;14310-1148;Oldenburger Fleischmehlfabrik GmbH;Tierkörperbeseitigungsanlage;NI;26169;Friesoythe;Friesoythe;24.977;3;Energieumwandlung 20–50 MW FWL;NACE 38.21;;03453007;1
1736;14310-1280;Emsland Food GmbH;Kesselanlage Cloppenburg;NI;49661;Cloppenburg;Cloppenburg;65.342;3;Energieumwandlung 20–50 MW FWL;NACE 10.31;;03453004;2
1799;14320-0006;Open Grid Europe GmbH;Open Grid Europe GmbH Werk Krummhörn;NI;26736;Krummhörn;Krummhörn;9.523;5;Antriebsmaschinen (Motoren);NACE 35.22;;03452014;1
1801;14330-0002;Gasunie Deutschland Transport Services GmbH;Verdichterstation Rysum - Gasturbinenanlage;NI;26736;Krummhörn;Krummhörn;11.219;6;Antriebsmaschinen (Turbinen);NACE 35.22;;03452014;1
4111;14310-1414;DMK Deutsches Milchkontor GmbH;DMK Deutsches Milchkontor GmbH Edewecht;NI;26188;Edewecht;Edewecht;44.337;2;Energieumwandlung ? 50 MW FWL;NACE 10.51;;03451004;1
402;14260-0141;Röben Tonbaustoffe GmbH;Röben Tonbaustoffe GmbH Werk Querenstede;NI;26160;Bad Zwischenahn;Bad Zwischenahn;40.652;17;Herstellung von Keramik;NACE 23.32;;03451002;1
34;14210-0035;HES Wilhelmshaven GmbH;HES Wilhelmshaven GmbH;NI;26388;Wilhelmshaven;Wilhelmshaven;0;7;Raffinerien;NACE 35.30;;03405000;1
969;14310-0390;Uniper Kraftwerke GmbH;Kraftwerk Wilhelmshaven;NI;26386;Wilhelmshaven;Wilhelmshaven;1.629.777;2;Energieumwandlung ? 50 MW FWL;NACE 35.11;;03405000;1
205778;14310-1457;ENGIE Deutschland AG;Kraftwerk Wilhelmshaven;NI;26388;Wilhelmshaven;Wilhelmshaven;1.938.111;2;Energieumwandlung ? 50 MW FWL;NACE 35.11;;03405000;1
203110;14616-0104;VYNOVA Wilhelmshaven GmbH;VCM- und PVC-Anlage inkl. Dampfkesselanlage;NI;26388;Wilhelmshaven;Wilhelmshaven;153.194;27;Herstellung organischer Grundchemikalien;NACE 20.14;;03405000;1
651;14310-0034;Mars GmbH;Dampfkesselanlage, gasbetrieben, bestehend aus 2 Kesseln (Kessel 1+2);NI;27283;Verden;Verden;10.773;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;03361012;2
1847;14330-0049;Gasunie Deutschland Transport Services GmbH;Verdichterstation Holtum - Gasturbinenanlage;NI;27308;Kirchlinteln;Kirchlinteln;90;6;Antriebsmaschinen (Turbinen);NACE 35.22;;03361005;1
1848;14330-0050;Gasunie Deutschland Transport Services GmbH;Verdichterstation Achim - Gasturbinenanlage;NI;28832;Achim;Achim;9.300;6;Antriebsmaschinen (Turbinen);NACE 35.22;;03158001;2
165;14240-0049;Nordzucker AG;Feuerungsanlagen Uelzen;NI;29525;Uelzen;Uelzen;160.986;15;Herstellung von Kalk;NACE 10.81;3360025;03360025;2
1212;14310-0656;Uniper Kraftwerke GmbH;Gasturbinenkraftwerk Itzehoe;SH;25588;Oldendorf;Oldendorf;3.625;2;Energieumwandlung ? 50 MW FWL;NACE 35.11;;03359036;3
1754;14310-1303;BwDLZ Munster;Heizungsanlage Schulz-Lutz-Kaserne Munster-Süd;NI;29626;Munster;Munster;11.231;3;Energieumwandlung 20–50 MW FWL;NACE 84.22;;03358016;1
1528;14310-1003;Mondelez Deutschland Snacks Production GmbH & Co. KG;Fabo KWK + Kesselhaus;NI;29683;Bad Fallingbostel;Bad Fallingbostel;26.096;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;03358008;1
846;14310-0250;Sales & Solutions GmbH;Heizkraftwerk Bomlitz;NI;29699;Bomlitz;Bomlitz;95.965;2;Energieumwandlung ? 50 MW FWL;NACE 35.11;;03358004;1
879;14310-0287;DMK Deutsches Milchkontor GmbH;DMK Werk Zeven;NI;27404;Zeven;Zeven;65.844;2;Energieumwandlung ? 50 MW FWL;NACE 10.51;;03357057;1
1398;14310-0855;Avacon Natur GmbH;Fernwärmeversorgung Lüneburg Mitte (Kessel);NI;21335;Lüneburg;Lüneburg;8.266;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;03355022;2
1425;14310-0884;Döhler Dahlenburg GmbH;Dampfkesselanlage 1-4;NI;21368;Dahlenburg;Dahlenburg;60.968;3;Energieumwandlung 20–50 MW FWL;NACE 10.39;;03355013;1
4160;14280-0151;Drewsen Spezialpapiere GmbH & Co.KG;Anlage zur Herstellung von Papier und Pappe, bestehend aus 3 Papiermaschinen;NI;29331;Lachendorf;Lachendorf;3.535;21;Herstellung von Papier;NACE 17.12;;03351016;1
1640;14310-1139;Drewsen Spezialpapiere GmbH & Co.KG;GuD-und DE-Anlagen;NI;29331;Lachendorf;Lachendorf;79.757;2;Energieumwandlung ? 50 MW FWL;NACE 17.12;;03351016;1
252;14250-0068;O-I GLASSPACK GmbH & Co. KG;O-I GLASSPACK GmbH & Co. KG, Werk Rinteln;NI;31737;Rinteln;Rinteln;47.304;16;Herstellung von Glas;NACE 23.13;;03257031;1
621;14310-0003;riha WeserGold Getränkeindustrie GmbH & Co. KG;Wesergold Kesselanlage;NI;31737;Rinteln;Rinteln;23.858;3;Energieumwandlung 20–50 MW FWL;NACE 10.32;;03257031;1
256;14250-0072;Ardagh Glass GmbH;Werk Obernkirchen;NI;31683;Obernkirchen;Obernkirchen;62.546;16;Herstellung von Glas;NACE 23.13;;03257028;1
205807;14616-0054;Oxxynova GmbH;DMT-Anlage;NI;31595;Steyerberg;Steyerberg;86.250;27;Herstellung organischer Grundchemikalien;NACE 20.14;;03256030;1
1448;14310-0909;Statkraft Markets GmbH;Gaskombikraftwerk Robert Frank Block 4;NI;31628;Landesbergen;Landesbergen;436;2;Energieumwandlung ? 50 MW FWL;NACE 35.11;;03256017;1
1784;14310-1345;Statkraft Markets GmbH;Gaskombikraftwerk Robert Frank Hilfskessel;NI;31628;Landesbergen;Landesbergen;0;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;03256017;1
534;14280-0044;Smurfit Kappa Hoya Papier und Karton GmbH;Hoya PM 4 inkl. HKW;NI;27318;Hoya;Hoya;32.043;21;Herstellung von Papier;NACE 17.12;;03256014;1
583;14280-0096;Smurfit Kappa Hoya Papier und Karton GmbH;Hoya PM2 inkl. Heizkraftwerk;NI;27318;Hoya;Hoya;106.588;21;Herstellung von Papier;NACE 17.12;;03256014;1
230;14250-0046;O-I GLASSPACK GmbH & Co. KG;O-I GLASSPACK GmbH & Co. KG, Werk Holzminden;NI;37603;Holzminden;Holzminden;44.093;16;Herstellung von Glas;NACE 23.13;3255023;03255023;3
1776;14310-1334;TESIUM GmbH;Kesselhaus Weser;NI;37603;Holzminden;Holzminden;25.043;4;Energieumwandlung 20–50 MW FWL, andere Brennstoffe;NACE 20.42;;03255023;3
228;14250-0044;SCHOTT AG Werk Grünenplan;Werk Grünenplan;NI;31073;Grünenplan;Grünenplan;9.573;16;Herstellung von Glas;NACE 23.19;3255008;03255504;1
193;14250-0007;Noelle + von Campe GmbH & Co. KG;Glasschmelzwanne für Hohlglasbehältnisse;NI;37691;Boffzen;Boffzen;30.840;16;Herstellung von Glas;NACE 23.13;;03255004;2
4130;14250-0102;Noelle + von Campe GmbH & Co. KG;Glasschmelzwannen für Hohlglasbehälter Werk 2;NI;37691;Boffzen;Boffzen;35.666;16;Herstellung von Glas;NACE 23.13;;03255004;2
568;14280-0079;Kartonfabrik Kaierde GmbH & Co. Produktions KG;Hochdruckdampfkessel mit angeschlossenem 3-Kolben-Dampfmotor zur Eigenstromerzeugung;NI;31073;Delligsen;Delligsen;7.823;21;Herstellung von Papier;NACE 17.12;;03255008;1
161;14240-0045;Nordzucker AG;Feuerungsanlagen Nordstemmen;NI;31171;Nordstemmen;Nordstemmen;134.041;15;Herstellung von Kalk;NACE 10.81;;03254026;1
491;14270-0004;Sappi Alfeld GmbH;Zellstofffabrik Sappi Alfeld (0395);NI;31061;Alfeld (Leine);Alfeld (Leine);4.130;20;Herstellung von Zellstoff;NACE 17.11;;03254002;1
586;14280-0100;Sappi Alfeld GmbH;Papierfabrik Sappi Alfeld (0338);NI;31061;Alfeld (Leine);Alfeld (Leine);23.314;21;Herstellung von Papier;NACE 17.12;;03254002;1
1538;14310-1015;Sappi Alfeld GmbH;Kraftwerk Sappi Alfeld (0057);NI;31061;Alfeld (Leine);Alfeld (Leine);83.986;2;Energieumwandlung ? 50 MW FWL;NACE 17.12;;03254002;1
151;14240-0033;Rheinkalk GmbH;Werk Salzhemmendorf, Anlage zum Brennen von Dolomitgestein;NI;31020;Salzhemmendorf;Salzhemmendorf;10.388;15;Herstellung von Kalk;NACE 23.52;;03252008;1
994;14310-0419;Enertec Hameln GmbH;Heizkraftwerk Afferde;NI;31789;Hameln;Hameln;200;2;Energieumwandlung ? 50 MW FWL;NACE 35.11;;03252006;2
674;14310-0059;PreussenElektra GmbH;Kernkraftwerk Grohnde;NI;31860;Emmerthal;Emmerthal;1.657;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;03252005;1
201;14250-0015;Ardagh Glass GmbH;Bad Münder Werk;NI;31848;Bad Münder;Bad Münder;15.712;16;Herstellung von Glas;NACE 23.13;;03252002;1
1811;14330-0012;astora GmbH & Co. KG;Erdgasverdichterstation / Erdgasspeicher Rehden;NI;49453;Rehden;Rehden;89.251;6;Antriebsmaschinen (Turbinen);NACE 35.22;;03251030;1
209444;14330-0081;GASCADE Gastransport GmbH;Verdichterstation Rehden;NI;49453;Rehden;Rehden;1.558;6;Antriebsmaschinen (Turbinen);NACE 35.22;;03251030;1
210271;14616-0217;BASF Polyurethanes GmbH;4067 Anlage zur Herstellung von TPU - Syntheseanlage (Gebäude D51);NI;49448;Lemförde;Lemförde;254;27;Herstellung organischer Grundchemikalien;NACE 20.16;;03251023;1
210270;14616-0218;BASF Polyurethanes GmbH;4061 Anlage zur Herstellung von PU-Granulat - Bandanlage (Gebäude B30);NI;49448;Lemförde;Lemförde;1.599;27;Herstellung organischer Grundchemikalien;NACE 20.16;;03251023;1
1341;14310-0795;K+S KALI GmbH, Werk Sigmundshall;Trocknung Sigmundshall;NI;31515;Wunstorf;Wunstorf;5.555;3;Energieumwandlung 20–50 MW FWL;NACE 20.15;;03241021;1
1348;14310-0802;K+S KALI GmbH, Werk Sigmundshall;Kraftwerk Werk Sigmundshall;NI;31515;Wunstorf;Wunstorf;59.622;2;Energieumwandlung ? 50 MW FWL;NACE 20.15;;03241021;1
37;14210-0039;AVISTA OIL Deutschland GmbH;AVISTA OIL Deutschland GmbH;NI;31311;Uetze;Uetze;33.672;7;Raffinerien;NACE 19.20;;03241018;1
1343;14310-0797;K+S KALI GmbH, Werk Bergmannssegen-Hugo;Trocknung Bergmannssegen-Hugo;NI;31319;Sehnde;Sehnde;4.513;3;Energieumwandlung 20–50 MW FWL;NACE 20.15;;03241016;1
1625;14310-1118;Honeywell Speciality Chemicals Seelze GmbH;HKW;NI;30926;Seelze;Seelze;21.166;3;Energieumwandlung 20–50 MW FWL;NACE 20.14;;03241015;1
111;14230-0040;"HeidelbergCement AG";HeidelbergCement AG, Zementwerk Hannover;NI;30559;Hannover;Hannover;575.206;14;Herstellung von Zementklinker;NACE 23.51;;03241001;1
648;14310-0031;ContiTech Antriebssysteme GmbH;Feuerungsanlage;NI;30165;Hannover;Hannover;23.102;3;Energieumwandlung 20–50 MW FWL;NACE 22.19;;03241001;1
1382;14310-0837;enercity Aktiengesellschaft;Heizkraftwerk Linden;NI;30451;Hannover;Hannover;288.906;2;Energieumwandlung ? 50 MW FWL;NACE 35.11;;03241001;1
1384;14310-0839;enercity Aktiengesellschaft;Kraftwerk Herrenhausen;NI;30419;Hannover;Hannover;24.981;2;Energieumwandlung ? 50 MW FWL;NACE 35.11;;03241001;1
1387;14310-0843;GKH Gemeinschaftskraftwerk Hannover GmbH;GKH Gemeinschaftskraftwerk Hannover GmbH;NI;30419;Hannover;Hannover;1.630.746;2;Energieumwandlung ? 50 MW FWL;NACE 35.11;;03241001;1
1535;14310-1011;VW Kraftwerk GmbH;Heizwerk Hannover;NI;30419;Hannover;Hannover;79;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;03241001;1
461;14260-0209;Refratechnik Cement GmbH;Werk Göttingen;NI;37079;Göttingen;Göttingen;12.134;17;Herstellung von Keramik;NACE 23.20;3159016;03159016;4
1334;14310-0788;Georg-August-Universität Göttingen, Stiftung Öffentlichen Rechts;Heizkraftwerk Universität Göttingen;NI;37075;Göttingen;Göttingen;64.857;2;Energieumwandlung ? 50 MW FWL;NACE 35.30;;03159016;4
1639;14310-1137;Stadtwerke Göttingen AG;HKW;NI;37081;Göttingen;Göttingen;12.612;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;03159016;4
202797;14633-0024;Novelis Deutschland GmbH;Bandbeschichtungsanlagen Paintline und Lacquer Line;NI;37075;Göttingen;Göttingen;20.984;13;Verarbeitung von Nichteisenmetallen;NACE 24.42;3159016;03159016;4
;14616-0226;Otto Bock Kunststoff GmbH;Polymerisationsanlage zur halbkontinuierlich verlaufenden Blockschaumfertigung von Polyurethanschaumstoffen durch Polyaddition von Polyether- und Polyesterpolyolen mit TDI mit anschließender Konfektionierung der PUR-Blöcke;NI;37115;Duderstadt;Duderstadt;981;27;Herstellung organischer Grundchemikalien;NACE 22.29;;03159010;2
1894;14255-0008;DBW Advanced Fiber Technologies GmbH;Anlage zum Schmelzen mineralischer Stoffe und zur Herstellung von Mineralfasern;NI;37120;Bovenden;Bovenden;8.263;18;Herstellung von Mineralfasern;NACE 23.14;;03152004;2
384;14260-0120;Jacobi Tonwerke GmbH;Jacobi Tonwerke GmbH - Werk Bilshausen;NI;37343;Bilshausen;Bilshausen;26.206;17;Herstellung von Keramik;NACE 23.32;;03159005;2
162;14240-0046;Nordzucker AG;Feuerungsanlagen Schladen;NI;38315;Schladen;Schladen;66.204;15;Herstellung von Kalk;NACE 10.81;;03158026;2
1076;14310-0510;envia THERM GmbH;Spitzenstromanlage Wolfen;ST;06766;Wolfen;Wolfen;2.478;2;Energieumwandlung ? 50 MW FWL;NACE 35.11;;03158037;2
40;14220-0003;Peiner Träger GmbH;Elektrostahlwerk - einheitliche Anlage;NI;31226;Peine;Peine;165.774;10;Herstellung von Roheisen und Stahl;NACE 24.10;3157006;03157006;2
1435;14310-0894;Stadtwerke Peine GmbH;Heizwerk Stadtwerke Peine;NI;31224;Peine;Peine;4.620;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;03157006;2
166;14240-0050;Nordzucker AG;Feuerungsanlagen Clauen;NI;31249;Hohenhameln;Hohenhameln;57.209;15;Herstellung von Kalk;NACE 10.81;;03157002;1
939;14310-0353;Kraftwerk Mehrum GmbH;Kraftwerk Mehrum Block 3;NI;31249;Hohenhameln;Hohenhameln;2.319.751;2;Energieumwandlung ? 50 MW FWL;NACE 35.11;;03157002;1
1759;14310-1312;Kraftwerk Mehrum GmbH;Kraftwerk Mehrum Hilfskessel;NI;31249;Hohenhameln;Hohenhameln;5.062;2;Energieumwandlung ? 50 MW FWL;NACE 35.11;;03157002;1
1790;14310-1352;ContiTech Transportbandsysteme GmbH;Feuerungsanlage;NI;37154;Northeim;Northeim;27.146;3;Energieumwandlung 20–50 MW FWL;NACE 22.19;;03155011;2
;14616-0209;LaPur GmbH;Blockweichschaumproduktionsanlage;NI;37154;Northeim;Northeim;278;27;Herstellung organischer Grundchemikalien;NACE 22.29;3155011;03155011;2
123;14240-0004;Fels-Werke GmbH;Fels KG NSO;NI;37191;Katlenburg-Lindau;Katlenburg-Lindau;52.001;15;Herstellung von Kalk;NACE 23.52;;03155007;1
450;14260-0196;Alten Ziegelei GmbH & Co KG;Alten Ziegelei;NI;37586;Dassel;Dassel;7.536;17;Herstellung von Keramik;NACE 23.32;;03155003;1
227;14250-0043;Auer Lighting GmbH;Anlage zum Herstellen von Glas;NI;37581;Bad Gandersheim;Bad Gandersheim;6.190;16;Herstellung von Glas;NACE 23.19;;03155001;1
1419;14310-0878;Helmstedter Revier GmbH (HSR);Kraftwerk Buschhaus;NI;38372;Büddenstedt;Büddenstedt;127;2;Energieumwandlung ? 50 MW FWL;NACE 35.11;;03154003;1
620;14310-0002;H.C. Starck GmbH, ab 01.08.2016 Chemitas GmbH;Dampfkesselanlage im Kesselhaus;NI;38642;Goslar;Goslar;9.412;3;Energieumwandlung 20–50 MW FWL;NACE 35.30;;03153017;3
205608;14633-0005;Harz-Metall GmbH;Harz-Metall GmbH;NI;38642;Goslar;Goslar;51.581;13;Verarbeitung von Nichteisenmetallen;NACE 24.43;3153017;03153017;3
127;14240-0008;Fels-Werke GmbH;Fels KM NSO 1-4 / DSO 5-8;NI;38723;Seesen;Seesen;324.305;15;Herstellung von Kalk;NACE 23.52;;03153012;1
205042;14642-0001;James Hardie Europe GmbH;Gipsfaserplattenproduktionsanlage;NI;38723;Seesen;Seesen;18.235;19;Herstellung von Gips;NACE 23.62;;03153012;1
749;14310-0143;Albemarle Germany GmbH;Wärmekraftanlage;NI;38685;Langelsheim;Langelsheim;28.623;3;Energieumwandlung 20–50 MW FWL;NACE 20.14;;03153007;1
578;14280-0090;A.Obenauf GmbH & Co. KG;Pappenmaschine 1+2;NI;38667;Bad Harzburg;Bad Harzburg;1.870;21;Herstellung von Papier;NACE 17.12;;03153002;1
43;14220-0006;Salzgitter Flachstahl GmbH;Glocke;NI;38239;Salzgitter;Salzgitter;4.359.562;10;Herstellung von Roheisen und Stahl;NACE 24.10;;03102000;1
2495;14225-0002;Salzgitter Flachstahl GmbH;Warmbreitbandwalzwerk;NI;38239;Salzgitter;Salzgitter;313.238;11;Verarbeitung von Eisenmetallen;NACE 24.10;;03102000;1
2494;14225-0006;Salzgitter Flachstahl GmbH;Feuerverzinkung 2;NI;38239;Salzgitter;Salzgitter;22.771;11;Verarbeitung von Eisenmetallen;NACE 24.10;;03102000;1
2397;14225-0008;Salzgitter Flachstahl GmbH;Feuerverzinkung 1;NI;38239;Salzgitter;Salzgitter;27.248;11;Verarbeitung von Eisenmetallen;NACE 24.10;;03102000;1
