ags,description
12066292,Schwarzbach
12066296,"Schwarzheide, Stadt"
12066304,"Senftenberg, Stadt"
12066316,Tettau
12066320,"Vetschau/Spreewald, Stadt"
12067000,"Oder-Spree, (Landkreis)"
12067024,Bad Saarow
12067036,"Beeskow, Stadt"
12067040,Berkenbrück
12067072,Briesen (Mark)
12067076,Brieskow-Finkenheerd
12067112,Diensdorf-Radlow
12067120,"Eisenhüttenstadt, Stadt"
12067124,"Erkner, Stadt"
12067137,"Friedland, Stadt"
12067144,"Fürstenwalde/Spree, Stadt"
12067173,Gosen-Neu Zittau
12067180,Groß Lindow
12067201,Grünheide (Mark)
12067205,Grunow-Dammendorf
12067237,Jacobsdorf
12067288,Langewahl
12067292,Lawitz
12067324,Mixdorf
12067336,"Müllrose, Stadt"
12067338,Neißemünde
12067357,Neuzelle
12067397,Ragow-Merz
12067408,Rauen
12067413,Reichenwalde
12067426,Rietz-Neuendorf
12067438,Schlaubetal
12067440,Schöneiche bei Berlin
12067458,Siehdichum
12067469,Spreenhagen
12067473,Steinhöfel
12067481,"Storkow (Mark), Stadt"
12067493,Tauche
12067508,Vogelsang
12067520,Wendisch Rietz
12067528,Wiesenau
12067544,Woltersdorf
12067552,Ziltendorf
12068000,"Ostprignitz-Ruppin, (Landkreis)"
12068052,Breddin
12068072,Dabergotz
12068109,Dreetz
12068117,Fehrbellin
12068181,Heiligengrabe
12068188,Herzberg (Mark)
12068264,"Kyritz, Stadt"
12068280,"Lindow (Mark), Stadt"
12068306,Märkisch Linden
12068320,"Neuruppin, Stadt"
12068324,"Neustadt (Dosse), Stadt"
12068353,"Rheinsberg, Stadt"
12068372,Rüthnick
12068409,Sieversdorf-Hohenofen
12068413,Storbeck-Frankendorf
12068417,Stüdenitz-Schönermark
12068425,Temnitzquell
12068426,Temnitztal
12068437,Vielitzsee
12068452,Walsleben
12068468,"Wittstock/Dosse, Stadt"
12068477,Wusterhausen/Dosse
12068501,Zernitz-Lohm
12069000,"Potsdam-Mittelmark, (Landkreis)"
12069017,"Beelitz, Stadt"
12069018,Beetzsee
12069019,Beetzseeheide
12069020,"Bad Belzig, Stadt"
12069028,Bensdorf
12069052,Borkheide
12069056,Borkwalde
12069076,"Brück, Stadt"
12069089,Buckautal
12069216,Golzow
12069224,Görzke
12069232,Gräben
12069249,Groß Kreutz (Havel)
12069270,"Havelsee, Stadt"
12069304,Kleinmachnow
12069306,Kloster Lehnin
12069345,Linthe
12069397,Michendorf
12069402,Mühlenfließ
12069448,"Niemegk, Stadt"
12069454,Nuthetal
12069460,Päwesin
12069470,Planebruch
12069474,Planetal
12069485,Rabenstein/Fläming
12069537,Rosenau
12069541,Roskow
12069590,Schwielowsee
12069596,Seddiner See
12069604,Stahnsdorf
12069616,"Teltow, Stadt"
12069632,"Treuenbrietzen, Stadt"
12069648,Wenzlow
12069656,"Werder (Havel), Stadt"
12069665,Wiesenburg/Mark
12069680,Wollin
12069688,Wusterwitz
12069696,"Ziesar, Stadt"
12070000,"Prignitz, (Landkreis)"
12070008,"Bad Wilsnack, Stadt"
12070028,Berge
12070052,Breese
12070060,Cumlosen
12070096,Gerdshagen
12070125,Groß Pankow (Prignitz)
12070145,Gülitz-Reetz
12070149,Gumtow
12070153,Halenbeck-Rohlsdorf
12070173,Karstädt
12070222,Kümmernitztal
12070236,Lanz
12070241,Legde/Quitzöbel
12070244,"Lenzen (Elbe), Stadt"
12070246,Lenzerwische
12070266,Marienfließ
12070280,"Meyenburg, Stadt"
12070296,"Perleberg, Stadt"
12070300,Pirow
12070302,Plattenburg
12070316,"Pritzwalk, Stadt"
12070325,"Putlitz, Stadt"
12070348,Rühstädt
12070393,Triglitz
12070416,Weisen
12070424,"Wittenberge, Stadt"
12071000,"Spree-Neiße, (Landkreis)"
12071028,Briesen
12071032,Burg (Spreewald)
12071041,Dissen-Striesow
12071044,"Döbern, Stadt"
12071052,Drachhausen
12071057,"Drebkau, Stadt"
12071060,Drehnow
12071074,Felixsee
12071076,"Forst (Lausitz), Stadt"
12071153,Groß Schacksdorf-Simmersdorf
12071160,"Guben, Stadt"
12071164,Guhrow
12071176,Heinersbrück
12071189,Jämlitz-Klein Düben
12071193,Jänschwalde
12071244,Kolkwitz
12071294,Neiße-Malxetal
12071301,Neuhausen/Spree
12071304,"Peitz, Stadt"
12071337,Schenkendöbern
12071341,Schmogrow-Fehrow
12071372,"Spremberg, Stadt"
12071384,Tauer
12071386,Teichland
12071392,Tschernitz
12071401,Turnow-Preilack/Turnow-Pśiłuk
12071408,"Welzow, Stadt"
12071412,Werben
12071414,Wiesengrund
12072000,"Teltow-Fläming, (Landkreis)"
12072002,Am Mellensee
12072014,"Baruth/Mark, Stadt"
12072017,Blankenfelde-Mahlow
12072053,"Dahme/Mark, Stadt"
12072055,Dahmetal
12072120,Großbeeren
12072157,Ihlow
12072169,"Jüterbog, Stadt"
12072232,"Luckenwalde, Stadt"
12072240,"Ludwigsfelde, Stadt"
12072297,Niedergörsdorf
12072298,Niederer Fläming
12072312,Nuthe-Urstromtal
12072340,Rangsdorf
12072426,"Trebbin, Stadt"
12072477,"Zossen, Stadt"
12073000,"Uckermark, (Landkreis)"
12073008,"Angermünde, Stadt"
12073032,Berkholz-Meyenburg
12073069,Boitzenburger Land
12073085,"Brüssow, Stadt"
12073093,Carmzow-Wallmow
12073097,Casekow
12073157,Flieth-Stegelitz
12073189,"Gartz (Oder), Stadt"
12073201,Gerswalde
12073216,Göritz
12073225,Gramzow
12073261,Grünow
12073309,Hohenselchow-Groß Pinnow
12073384,"Lychen, Stadt"
12073386,Mark Landin
12073393,Mescherin
12073396,Milmersdorf
12073404,Mittenwalde
12073429,Nordwestuckermark
12073430,Oberuckersee
12073440,Pinnow
12073452,"Prenzlau, Stadt"
12073458,Randowtal
12073490,Schenkenberg
12073520,Schönfeld
12073532,"Schwedt/Oder, Stadt"
12073565,Tantow
12073569,Temmen-Ringenwalde
12073572,"Templin, Stadt"
12073578,Uckerfelde
12073579,Uckerland
12073603,Passow
12073645,Zichow
13000000,Mecklenburg-Vorpommern
13003000,"Rostock, Hanse- und Universitätsstadt"
13004000,"Schwerin, Landeshauptstadt"
13071000,"Mecklenburgische Seenplatte, (Landkreis)"
13071001,Alt Schwerin
13071002,Altenhagen
13071003,Altenhof
13071004,"Altentreptow, Stadt"
13071005,"Ankershagen, Schliemanngemeinde"
13071006,Bartow
13071007,Basedow
13071008,Beggerow
13071009,Beseritz
13071010,Blankenhof
13071011,Blankensee
13071012,Blumenholz
13071013,Bollewick
13071014,Borrentin
13071015,Bredenfelde
13071016,Breesen
13071017,Breest
13071018,Briggow
13071019,Brunn
13071020,Buchholz
13071021,"Burg Stargard, Stadt"
13071022,Burow
13071023,Bütow
13071025,Carpin
13071026,Cölpin
13071027,"Dargun, Stadt"
13071028,Datzetal
13071029,"Demmin, Hansestadt"
13071032,Faulenrost
13071033,Feldberger Seenlandschaft
13071034,Fincken
13071035,"Friedland, Stadt"
13071036,Fünfseen
13071037,Galenbeck
13071039,Gielow
13071041,Gnevkow
13071042,Godendorf
13071043,Göhren-Lebbin
13071044,Golchen
13071045,Gotthun
13071047,Grabowhöfe
13071048,Grammentin
13071049,Grapzow
13071050,Grischow
13071053,Groß Kelle
13071054,Groß Miltzow
13071055,Groß Nemerow
13071056,Groß Plasten
13071057,Groß Teetzleben
13071058,Grünow
13071059,Gültz
13071060,Gülzow
13071063,Hohen Wangelin
13071064,Hohenbollentin
13071065,Hohenmocker
13071066,Hohenzieritz
13071067,Holldorf
13071068,Ivenack
13071069,Jabel
13071070,Jürgenstorf
13071071,Kargow
13071072,Kentzlin
13071073,Kieve
13071074,Kittendorf
13071075,Klein Vielen
13071076,Kletzin
13071077,Klink
13071078,Klocksin
13071079,Knorrendorf
13071080,Kratzeburg
13071081,Kriesow
13071083,Kublank
13071084,Kummerow
13071087,Lärz
13071088,Leizen
13071089,Lindenberg
13071090,Lindetal
13071092,"Malchin, Stadt"
13071093,"Malchow, Inselstadt"
13071096,Meesiger
13071097,Melz
13071099,"Mirow, Stadt"
13071100,Möllenbeck
13071101,Möllenhagen
13071102,Mölln
13071103,Moltzow
13071104,Neddemin
13071105,Neetzka
13071107,"Neubrandenburg, Vier-Tore-Stadt"
13071108,Neuenkirchen
13071109,"Neukalen, Peenestadt"
13071110,"Neustrelitz, Residenzstadt"
13071111,Neverin
13071112,Nossendorf
13071113,Nossentiner Hütte
13071114,Penkow
13071115,"Penzlin, Stadt"
13071117,Pragsdorf
13071118,Priborn
13071119,Priepert
13071120,Pripsleben
13071122,Rechlin
13071123,Ritzerow
13071124,"Röbel/Müritz, Stadt"
13071125,Röckwitz
13071127,Rosenow
13071128,Sarow
13071130,Schönbeck
13071131,Schönfeld
13071132,Schönhausen
13071133,Schwarz
13071135,Siedenbollentin
13071136,Siedenbrünzow
13071137,Sietow
13071138,Silz
13071139,Sommersdorf
13071140,Sponholz
13071141,Staven
13071142,"Stavenhagen, Reuterstadt, Stadt"
13071143,Stuer
13071144,Torgelow am See
13071145,Trollenhagen
13071146,Tützpatz
13071147,Userin
13071148,Utzedel
13071150,Verchen
13071153,Voigtsdorf
13071154,Vollrathsruhe
13071155,Walow
13071156,"Waren (Müritz), Stadt"
13071157,Warrenzin
13071158,Werder
13071159,"Wesenberg, Stadt"
13071160,Wildberg
13071161,Woggersin
13071162,Wokuhl-Dabelow
13071163,Wolde
13071164,"Woldegk, Windmühlenstadt"
13071166,Wulkenzin
13071167,Wustrow
13071169,Zettemin
13071170,Zirzow
13071171,Zislow
13071172,Peenehagen
13071173,Kuckssee
13071174,Schloen-Dratow
13071175,Eldetal
13071176,Südmüritz
13072000,"Landkreis Rostock, (Landkreis)"
13072001,Admannshagen-Bargeshagen
13072002,Alt Bukow
13072003,Alt Sührkow
13072004,Altkalen
13072005,Am Salzhaff
13072006,"Bad Doberan, Stadt"
13072007,Bartenshagen-Parkentin
13072008,Bastorf
13072009,Baumgarten
13072010,Behren-Lübchin
13072011,Benitz
13072012,Bentwisch
13072013,Bernitt
13072014,Biendorf
13072015,Blankenhagen
13072017,Börgerende-Rethwisch
13072018,Bröbberow
13072019,Broderstorf
13072020,"Bützow, Stadt"
13072021,Cammin
13072022,Carinerland
13072023,Dahmen
13072024,Dalkendorf
13072026,Dobbin-Linstow
13072027,Dolgen am See
13072028,Dreetz
13072029,Dummerstorf
13072030,Elmenhorst/Lichtenhagen
13072031,Finkenthal
13072032,Gelbensande
13072033,Glasewitz
13072034,Gnewitz
13072035,"Gnoien, Warbelstadt"
13072036,"Graal-Müritz, Ostseeheilbad"
13072037,Grammow
13072038,Groß Roge
13072039,Groß Schwiesow
13072040,Groß Wokern
13072041,Groß Wüstenfelde
13072042,Gülzow-Prüzen
13072043,"Güstrow, Barlachstadt"
13072044,Gutow
13072045,Hohen Demzin
13072046,Hohen Sprenz
13072047,Hohenfelde
13072048,Hoppenrade
13072049,Jördenstorf
13072050,Jürgenshagen
13072051,Kassow
13072053,Klein Belitz
13072055,Klein Upahl
13072056,"Krakow am See, Stadt"
13072057,Kritzmow
13072058,"Kröpelin, Stadt"
13072059,Kuchelmiß
13072060,"Kühlungsborn, Ostseebad, Stadt"
13072061,Kuhs
13072062,"Laage, Stadt"
13072063,Lalendorf
13072064,Lambrechtshagen
13072066,Lelkendorf
13072067,Lohmen
13072069,Lüssow
13072071,Mistorf
13072072,Mönchhagen
13072073,Mühl Rosin
13072074,"Neubukow, Stadt"
13072075,"Nienhagen, Ostseebad"
13072076,Nustrow
13072077,Papendorf
13072078,Penzin
13072079,Plaaz
13072080,Pölchow
13072081,Poppendorf
13072082,Prebberede
13072083,Reddelich
13072084,Reimershagen
13072085,"Rerik, Ostseebad, Stadt"
13072086,Retschow
13072087,Roggentin
13072088,Rövershagen
13072089,Rühn
13072090,Rukieten
13072091,Sanitz
13072092,Sarmstorf
13072093,Satow
13072094,Schorssow
13072095,"Schwaan, Stadt"
13072096,Schwasdorf
13072097,Selpin
13072098,Stäbelow
13072099,Steffenshagen
13072101,Steinhagen
13072102,Stubbendorf
13072103,Sukow-Levitzow
13072104,Tarnow
13072105,"Tessin, Stadt"
13072106,"Teterow, Bergringstadt"
13072107,Thelkow
13072108,Thulendorf
13072109,Thürkow
13072110,Vorbeck
13072111,Walkendorf
13072112,Wardow
13072113,Warnkenhagen
13072114,Warnow
13072116,Wiendorf
13072117,Wittenbeck
13072118,Zarnewanz
13072119,Zehna
13072120,Zepelin
13072121,Ziesendorf
13073000,"Vorpommern-Rügen, (Landkreis)"
13073001,Ahrenshagen-Daskow
13073002,"Ahrenshoop, Ostseebad"
13073003,Altefähr
13073004,Altenkirchen
13073005,Altenpleen
13073006,"Baabe, Ostseebad"
13073007,"Bad Sülze, Stadt"
13073009,"Barth, Stadt"
13073010,"Bergen auf Rügen, Stadt"
13073011,"Binz, Ostseebad"
13073012,Born a. Darß
13073013,Breege
13073014,Buschvitz
13073015,Dettmannsdorf
13073016,Deyelsdorf
13073017,"Dierhagen, Ostseebad"
13073018,Divitz-Spoldershagen
13073019,Dranske
13073020,Drechow
13073021,Dreschvitz
13073022,Eixen
13073023,Elmenhorst
13073024,"Franzburg, Stadt"
13073025,Fuhlendorf
13073027,"Garz/Rügen, Stadt"
13073028,Gingst
13073029,Glewitz
13073030,Glowe
13073031,"Göhren, Ostseebad"
13073032,Grammendorf
13073033,Gransebieth
13073034,Gremersdorf-Buchholz
13073035,"Grimmen, Stadt"
13073036,Groß Kordshagen
13073037,Groß Mohrdorf
13073038,Gustow
13073039,Hugoldsdorf
13073040,"Insel Hiddensee, Seebad"
13073041,Jakobsdorf
13073042,Karnin
13073043,Kenz-Küstrow
13073044,Klausdorf
13073045,Kluis
13073046,Kramerhof
13073048,Lancken-Granitz
13073049,Lietzow
13073050,Lindholz
13073051,Löbnitz
13073052,Lohme
13073053,Lüdershagen
13073054,Lüssow
13073055,"Marlow, Stadt"
13073057,Millienhagen-Oebelitz
13073059,Neuenkirchen
13073060,Niepars
13073061,Pantelitz
13073062,Papenhagen
13073063,Parchtitz
13073064,Patzig
13073065,Poseritz
13073066,Preetz
13073067,"Prerow, Ostseebad"
13073068,Prohn
13073069,Pruchten
13073070,"Putbus, Stadt"
13073071,Putgarten
13073072,Ralswiek
13073073,Rambin
13073074,Rappin
13073075,"Ribnitz-Damgarten, Bernsteinstadt"
13073076,"Richtenberg, Stadt"
13073077,Saal
13073078,Sagard
13073079,Samtens
13073080,"Sassnitz, Stadt"
13073081,Schaprode
13073082,Schlemmin
13073083,Sehlen
13073084,"Sellin, Ostseebad"
13073085,Semlow
13073086,Splietsdorf
13073087,Steinhagen
13073088,"Stralsund, Hansestadt"
13073089,Süderholz
13073090,Sundhagen
13073092,Trent
13073093,"Tribsees, Stadt"
13073094,Trinwillershagen
13073095,Ummanz
13073096,Velgast
13073097,Weitenhagen
13073098,Wendisch Baggendorf
13073099,Wendorf
13073100,Wieck a. Darß
13073101,Wiek
13073102,Wittenhagen
13073103,"Wustrow, Ostseebad"
13073104,Zarrendorf
13073105,"Zingst, Ostseeheilbad"
13073106,Zirkow
13073107,"Mönchgut, Ostseebad"
13074000,"Nordwestmecklenburg, (Landkreis)"
13074001,Alt Meteln
13074002,Bad Kleinen
13074003,Barnekow
13074004,Benz
13074005,Bernstorf
13074006,Bibow
13074007,Blowatz
13074008,Bobitz
13074009,Boiensdorf
13074010,"Boltenhagen, Ostseebad"
13074012,Brüsewitz
13074013,Carlow
13074014,Cramonshagen
13074015,Dalberg-Wendelstorf
13074016,Damshagen
13074017,"Dassow, Stadt"
13074018,Dechow
13074019,Dorf Mecklenburg
13074020,Dragun
13074021,"Gadebusch, Stadt"
13074022,Gägelow
13074023,Glasin
13074024,Gottesgabe
13074025,Grambow
13074026,"Grevesmühlen, Stadt"
13074027,Grieben
13074028,Groß Molzahn
13074030,Groß Stieten
13074031,Hohen Viecheln
13074032,Hohenkirchen
13074033,Holdorf
13074034,Hornstorf
13074035,"Insel Poel, Ostseebad"
13074036,Jesendorf
13074037,Kalkhorst
13074038,Klein Trebbow
13074039,"Klütz, Stadt"
13074040,Kneese
13074042,Königsfeld
13074043,Krembz
13074044,Krusenhagen
13074046,Lübberstorf
13074047,Lübow
13074048,Lübstorf
13074049,Lüdersdorf
13074050,Lützow
13074052,Menzendorf
13074053,Metelsdorf
13074054,Mühlen Eichsen
13074056,Neuburg
13074057,"Neukloster, Stadt"
13074060,Passee
13074061,Perlin
13074062,Pingelshagen
13074064,Pokrent
13074065,"Rehna, Stadt"
13074066,Rieps
13074067,Roduchelstorf
13074068,Roggendorf
13074069,Roggenstorf
13074070,Rögnitz
13074071,Rüting
13074072,Schildetal
13074073,Schlagsdorf
13074074,"Schönberg, Stadt"
13074075,Seehof
13074076,Selmsdorf
13074077,Testorf-Steinfort
13074078,Thandorf
13074079,Upahl
13074080,Utecht
13074081,Veelböken
13074082,Ventschow
13074084,"Warin, Stadt"
13074085,Warnow
13074087,"Wismar, Hansestadt"
13074088,Zickhusen
13074089,Zierow
13074090,Zurow
13074091,Züsow
13074092,Wedendorfersee
13074093,Stepenitztal
13074094,Siemz-Niendorf
13075000,"Vorpommern-Greifswald, (Landkreis)"
13075001,Ahlbeck
13075002,Alt Tellin
13075003,Altwarp
13075004,Altwigshagen
13075005,"Anklam, Hansestadt"
13075006,Bandelin
13075007,Bargischow
13075008,Behrenhoff
13075009,Bentzin
13075010,Benz
13075011,Bergholz
13075012,Blankensee
13075013,Blesewitz
13075015,Boldekow
13075016,Boock
13075017,Brietzig
13075018,Brünzow
13075020,Bugewitz
13075021,Buggenhagen
13075022,Butzow
13075023,Daberkow
13075025,Dargelin
13075026,Dargen
13075027,Dersekow
13075029,Ducherow
13075031,"Eggesin, Stadt"
13075032,Fahrenwalde
13075033,Ferdinandshof
13075034,Garz
13075035,Glasow
13075036,Görmin
13075037,Grambin
13075038,Grambow
13075039,"Greifswald, Universitäts- und Hansestadt"
13075040,Gribow
13075041,Groß Kiesow
13075042,Groß Luckow
13075043,Groß Polzin
13075044,"Gützkow, Stadt"
13075045,Hammer a.d. Uecker
13075046,Hanshagen
13075048,Heinrichswalde
13075049,"Heringsdorf, Ostseebad"
13075050,Hinrichshagen
13075051,Hintersee
13075053,Iven
13075054,"Jarmen, Stadt"
13075055,Jatznick
13075056,Kamminke
13075058,"Karlshagen, Ostseebad"
13075059,Katzow
13075060,Kemnitz
13075061,Klein Bünzow
13075063,Koblentz
13075065,Korswandt
13075066,"Koserow, Ostseebad"
13075067,Krackow
13075068,Krien
13075069,Kröslin
13075070,Kruckow
13075071,Krugsdorf
13075072,Krummin
13075073,Krusenfelde
13075074,"Lassan, Stadt"
13075075,Leopoldshagen
13075076,Levenhagen
13075078,Liepgarten
13075079,Löcknitz
13075080,"Loddin, Seebad"
13075081,Loissin
13075082,"Loitz, Stadt"
13075083,"Lubmin, Seebad"
13075084,Lübs
13075085,Luckow
13075087,Lütow
13075088,Medow
13075089,Meiersberg
13075090,Mellenthin
13075091,Mesekenhagen
13075092,Mölschow
13075093,Mönkebude
13075094,Murchin
13075095,Nadrensee
13075097,Neu Boltenhagen
13075098,Neu Kosenow
13075101,Neuenkirchen
13075102,Neuenkirchen
13075103,Nieden
13075104,Papendorf
13075105,"Pasewalk, Stadt"
13075106,Peenemünde
13075107,"Penkun, Stadt"
13075108,Plöwen
13075109,Polzow
13075110,Postlow
13075111,Pudagla
13075113,Ramin
13075114,Rankwitz
13075115,Rollwitz
13075116,Rossin
13075117,Rossow
13075118,Rothemühl
13075119,Rothenklempenow
13075120,Rubenow
13075121,Rubkow
13075122,Sarnow
13075123,Sassen-Trantow
13075124,Sauzin
13075125,Schmatzin
13075126,Schönwalde
13075127,Spantekow
13075128,Stolpe an der Peene
13075129,Stolpe auf Usedom
13075130,"Strasburg (Uckermark), Stadt"
13075131,"Torgelow, Stadt"
13075133,"Trassenheide, Ostseebad"
13075134,Tutow
13075135,"Ückeritz, Seebad"
13075136,"Ueckermünde, Seebad , Stadt"
13075137,"Usedom, Stadt"
13075138,Viereck
13075139,Vogelsang-Warsin
13075140,Völschow
13075141,Wackerow
13075142,Weitenhagen
13075143,Wilhelmsburg
13075144,"Wolgast, Stadt"
13075145,Wrangelsburg
13075146,Wusterhusen
13075147,Zemitz
13075148,"Zempin, Seebad"
13075149,Zerrenthin
13075150,Ziethen
13075151,"Zinnowitz, Ostseebad"
13075152,Zirchow
13075154,Züssow
13075155,Neetzow-Liepen
13075156,Karlsburg
13076000,"Ludwigslust-Parchim, (Landkreis)"
13076001,Alt Krenzlin
13076002,Alt Zachun
13076003,Balow
13076004,Bandenitz
13076005,Banzkow
13076006,Barkhagen
13076007,Barnin
13076008,Belsch
13076009,Bengerstorf
13076010,Besitz
13076011,Blankenberg
13076012,Blievenstorf
13076013,Bobzin
13076014,"Boizenburg/ Elbe, Stadt"
13076015,Borkow
13076016,Brahlstorf
13076017,Brenz
13076018,Bresegard bei Eldena
13076019,Bresegard bei Picher
13076020,"Brüel, Stadt"
13076021,Brunow
13076023,Bülow
13076024,Cambs
13076025,"Crivitz, Stadt"
13076026,Dabel
13076027,Dambeck
13076029,Demen
13076030,Dersenow
13076032,Dobbertin
13076033,Dobin am See
13076034,"Dömitz, Stadt"
13076035,Domsühl
13076036,Dümmer
13076037,Eldena
13076038,Friedrichsruhe
13076039,Gallin
13076040,Gallin-Kuppentin
13076041,Gammelin
13076044,Gneven
13076046,Göhlen
13076048,"Goldberg, Stadt"
13076049,Gorlosen
13076050,"Grabow, Stadt"
13076051,Granzin
13076053,Grebs-Niendorf
13076054,Gresse
13076055,Greven
13076056,Groß Godems
13076057,Groß Krams
13076058,Groß Laasch
13076060,"Hagenow, Stadt"
13076062,Hohen Pritz
13076063,Holthusen
13076064,Hoort
13076065,Hülseburg
13076067,Karenz
13076068,Karrenzin
13076069,Karstädt
13076070,Kirch Jesar
13076071,Klein Rogahn
13076072,Kobrow
13076073,Kogel
13076075,Kreien
13076076,Kremmin
13076077,Kritzow
13076078,Kuhlen-Wendorf
13076079,Kuhstorf
13076080,Langen Brütz
13076082,Leezen
13076085,Lewitzrand
13076086,Lübesse
13076087,Lüblow
13076088,"Lübtheen, Stadt"
13076089,"Lübz, Stadt"
13076090,"Ludwigslust, Stadt"
13076092,Lüttow-Valluhn
13076093,Malk Göhren
13076094,Malliß
13076096,Mestlin
13076097,Milow
13076098,Möllenbeck
13076099,Moraas
13076100,Muchow
13076101,Mustin
13076102,Neu Gülze
13076103,Neu Kaliß
13076104,Neu Poserin
13076105,"Neustadt-Glewe, Stadt"
13076106,Nostorf
13076107,Pampow
13076108,"Parchim, Stadt"
13076109,Passow
13076110,Pätow-Steegen
13076111,Picher
13076112,Pinnow
13076113,Plate
13076114,"Plau am See, Stadt"
13076115,Prislich
13076116,Pritzier
13076117,Raben Steinfeld
13076118,Rastow
13076119,Redefin
13076120,Rom
13076121,Schossin
13076122,Schwanheide
13076125,Siggelkow
13076126,Spornitz
13076128,"Sternberg, Stadt"
13076129,Stolpe
13076130,Stralendorf
13076131,Strohkirchen
13076133,Sukow
13076134,Sülstorf
13076135,Techentin
13076136,Teldau
13076138,Tessin b. Boizenburg
13076140,Tramm
13076141,Uelitz
13076142,Vellahn
13076143,Vielank
13076145,Warlitz
13076146,Warlow
13076147,Warsow
13076148,Weitendorf
13076151,Werder
13076152,"Wittenburg, Stadt"
13076153,Wittendörp
13076154,Wittenförden
13076155,Witzin
13076156,Wöbbelin
13076158,Zapel
13076159,"Zarrentin am Schaalsee, Stadt"
13076160,Ziegendorf
13076161,Zierzow
13076162,Zölkow
13076163,Zülow
13076164,Obere Warnow
13076165,Gehlsbach
13076166,Ganzlin
13076167,Kloster Tempzin
13076168,Ruhner Berge
13076169,Toddin
14000000,Sachsen
14511000,"Chemnitz, Stadt"
14521000,"Erzgebirgskreis, (Landkreis)"
14521010,Amtsberg
14521020,"Annaberg-Buchholz, Stadt"
14521035,"Aue-Bad Schlema, Stadt"
14521040,Auerbach
14521060,Bärenstein
14521080,Bockau
14521090,Börnichen/Erzgeb.
14521110,Breitenbrunn/Erzgeb.
14521120,Burkhardtsdorf
14521130,Crottendorf
14521140,Deutschneudorf
14521150,Drebach
14521160,"Ehrenfriedersdorf, Stadt"
14521170,"Eibenstock, Stadt"
14521180,"Elterlein, Stadt"
14521200,Gelenau/Erzgeb.
14521210,"Geyer, Stadt"
14521220,Gornau/Erzgeb.
14521230,Gornsdorf
14521240,Großolbersdorf
14521250,Großrückerswalde
14521260,"Grünhain-Beierfeld, Stadt"
14521270,Grünhainichen
14521280,Heidersdorf
14521290,Hohndorf
14521310,Jahnsdorf/Erzgeb.
14521320,"Johanngeorgenstadt, Stadt"
14521330,"Jöhstadt, Stadt"
14521340,Königswalde
14521355,"Lauter-Bernsbach, Stadt"
14521370,"Lößnitz, Stadt"
14521380,"Lugau/Erzgeb., Stadt"
14521390,"Marienberg, Stadt"
14521400,Mildenau
14521410,Neukirchen/Erzgeb.
14521420,Niederdorf
14521430,Niederwürschnitz
14521440,"Oberwiesenthal, Kurort, Stadt"
14521450,"Oelsnitz/Erzgeb., Stadt"
14521460,"Olbernhau, Stadt"
14521495,"Pockau-Lengefeld, Stadt"
14521500,Raschau-Markersbach
14521510,"Scheibenberg, Stadt"
14521520,"Schlettau, Stadt"
14521530,"Schneeberg, Stadt"
14521540,Schönheide
14521550,"Schwarzenberg/Erzgeb., Stadt"
14521560,Sehmatal
14521570,"Seiffen/Erzgeb., Kurort"
14521590,"Stollberg/Erzgeb., Stadt"
14521600,Stützengrün
14521610,Tannenberg
14521620,"Thalheim/Erzgeb., Stadt"
14521630,Thermalbad Wiesenbad
14521640,"Thum, Stadt"
14521670,"Wolkenstein, Stadt"
14521690,"Zschopau, Stadt, Motorradstadt"
14521700,Zschorlau
14521710,"Zwönitz, Stadt"
14522000,"Mittelsachsen, (Landkreis)"
14522010,Altmittweida
14522020,"Augustusburg, Stadt"
14522035,Bobritzsch-Hilbersdorf
14522050,"Brand-Erbisdorf, Stadt"
14522060,"Burgstädt, Stadt"
14522070,Claußnitz
14522080,"Döbeln, Stadt"
14522090,Dorfchemnitz
14522110,Eppendorf
14522120,Erlau
14522140,"Flöha, Stadt"
14522150,"Frankenberg/Sa., Stadt, Garnisonsstadt"
14522170,"Frauenstein, Stadt"
14522180,"Freiberg, Stadt, Universitätsstadt"
14522190,"Geringswalde, Stadt"
14522200,Großhartmannsdorf
14522210,"Großschirma, Stadt"
14522220,Großweitzschen
14522230,"Hainichen, Stadt"
14522240,Halsbrücke
14522250,"Hartha, Stadt"
14522260,Hartmannsdorf
14522280,Königsfeld
14522290,Königshain-Wiederau
14522300,Kriebstein
14522310,"Leisnig, Stadt"
14522320,Leubsdorf
14522330,Lichtenau
14522340,Lichtenberg/Erzgeb.
14522350,"Lunzenau, Stadt"
14522360,"Mittweida, Stadt, Hochschulstadt"
14522380,Mühlau
14522390,Mulda/Sa.
14522400,Neuhausen/Erzgeb.
14522420,Niederwiesa
14522430,Oberschöna
14522440,"Oederan, Stadt"
14522450,Ostrau
14522460,"Penig, Stadt"
14522470,Rechenberg-Bienenmühle
14522480,Reinsberg
14522490,"Rochlitz, Stadt"
14522500,Rossau
14522510,"Roßwein, Stadt"
14522520,"Sayda, Stadt"
14522530,Seelitz
14522540,Striegistal
14522550,Taura
14522570,"Waldheim, Stadt"
14522580,Wechselburg
14522590,Weißenborn/Erzgeb.
14522600,Zettlitz
14522620,Zschaitz-Ottewig
14523000,"Vogtlandkreis, (Landkreis)"
14523010,"Adorf/Vogtl., Stadt"
14523020,"Auerbach/Vogtl., Stadt"
14523030,Bad Brambach
14523040,"Bad Elster, Stadt"
14523050,Bergen
14523060,Bösenbrunn
14523080,Eichigt
